player_id,player_name,team_id,height_in
203932,Aaron Gordon,1610612753,81
1628988,Aaron Holiday,1610612754,73
1627846,Abdel Nader,1610612760,78
201143,Al Horford,1610612738,82
202329,Al-Farouq Aminu,1610612757,81
1626210,Alan Williams,1610612751,80
202692,Alec Burks,1610612758,78
203518,Alex Abrines,1610612760,78
1627936,Alex Caruso,1610612747,77
203458,Alex Len,1610612737,85
1627816,Alex Poythress,1610612737,81
1628035,Alfonzo McKinnie,1610612744,80
1628993,Alize Johnson,1610612754,81
203459,Allen Crabbe,1610612751,78
1629019,Allonzo Trier,1610612752,77
1628518,Amile Jefferson,1610612753,81
101161,Amir Johnson,1610612755,81
203083,Andre Drummond,1610612765,83
2738,Andre Iguodala,1610612744,78
201281,Andre Ingram,1610612747,75
101106,Andrew Bogut,1610612744,84
1626150,Andrew Harrison,1610612740,78
203952,Andrew Wiggins,1610612750,80
1629014,Anfernee Simons,1610612757,76
1629116,Angel Delgado,1610612746,82
1627790,Ante Zizic,1610612739,83
203076,Anthony Davis,1610612740,82
201229,Anthony Tolliver,1610612750,80
1628469,Antonio Blakeney,1610612741,76
203382,Aron Baynes,1610612738,82
203085,Austin Rivers,1610612745,76
202340,Avery Bradley,1610612763,74
1629168,BJ Johnson,1610612758,79
1628389,Bam Adebayo,1610612748,82
203463,Ben McLemore,1610612758,77
1627732,Ben Simmons,1610612755,82
1628656,Billy Garrett,1610612752,78
202687,Bismack Biyombo,1610612766,81
201933,Blake Griffin,1610612765,82
1626246,Boban Marjanovic,1610612755,87
1626171,Bobby Portis,1610612764,83
203992,Bogdan Bogdanović,1610612758,78
202711,Bojan Bogdanovic,1610612754,80
1629045,Bonzie Colson,1610612749,78
202954,Brad Wanamaker,1610612738,76
203078,Bradley Beal,1610612764,77
1629164,Brandon Goodwin,1610612743,74
1627742,Brandon Ingram,1610612747,81
202688,Brandon Knight,1610612739,75
1629102,Brandon Sampson,1610612741,77
201572,Brook Lopez,1610612749,84
1628971,Bruce Brown,1610612765,77
203998,Bruno Caboclo,1610612763,81
1627854,Bryn Forbes,1610612759,75
1627741,Buddy Hield,1610612758,76
203710,C.J. Williams,1610612750,77
203468,CJ McCollum,1610612757,75
101139,CJ Miles,1610612763,78
1628403,Caleb Swanigan,1610612758,81
1629244,Cam Reynolds,1610612750,80
1626166,Cameron Payne,1610612739,75
1627747,Caris LeVert,1610612751,79
2546,Carmelo Anthony,1610612745,80
1626224,Cedi Osman,1610612739,80
1628990,Chandler Hutchison,1610612741,79
202718,Chandler Parsons,1610612763,82
101112,Channing Frye,1610612739,84
1626184,Chasson Randle,1610612764,74
1627767,Cheick Diallo,1610612740,81
1629002,Chimezie Metu,1610612759,82
1628449,Chris Boucher,1610612761,82
1629185,Chris Chiozza,1610612745,72
101108,Chris Paul,1610612745,72
1626174,Christian Wood,1610612740,82
203991,Clint Capela,1610612745,82
203469,Cody Zeller,1610612766,84
1629012,Collin Sexton,1610612739,74
201147,Corey Brewer,1610612758,81
202709,Cory Joseph,1610612754,75
201584,Courtney Lee,1610612742,77
1626245,Cristiano Felicio,1610612741,82
1626156,D'Angelo Russell,1610612751,77
201571,D.J. Augustin,1610612753,72
1628391,D.J. Wilson,1610612749,82
203474,DJ Stephens,1610612763,77
1629541,Dairis Bertans,1610612740,76
1627745,Damian Jones,1610612744,84
203081,Damian Lillard,1610612757,75
1627814,Damion Lee,1610612744,78
